serialnbr,productcode,batchnbr,Machinetime,Assemblytime,Finishingtime,cost
P5B5187N15,P5,B5187,5.08,5.89,6.06,108.13
P5B5187N16,P5,B5187,5.27,5.51,5.93,106.72
P5B5187N17,P5,B5187,5.04,6.09,6.02,108.45
P5B5187N18,P5,B5187,4.94,6.09,5.85,107.4
P5B5187N19,P5,B5187,5.13,6.07,5.87,107.81
P5B5187N20,P5,B5187,5.02,5.65,6.35,108.75
P5B5188N11,P5,B5188,4.92,5.85,6.03,107.55
P5B5188N12,P5,B5188,4.8,6.03,5.98,107.6
P5B5188N13,P5,B5188,5.1,6.11,6.22,109.63
P5B5188N14,P5,B5188,4.98,6.27,6.03,108.92
P5B5188N15,P5,B5188,5.01,6.12,6.35,110.14
P5B5188N16,P5,B5188,5.27,6.01,6.27,109.94
P5B5188N17,P5,B5188,4.87,5.82,6.07,107.55
P5B5188N18,P5,B5188,5.08,5.88,6.17,108.67
P5B5188N19,P5,B5188,4.91,6.26,6.11,109.15
P5B5188N20,P5,B5188,5.09,5.62,6.01,107.08
P5B5189N11,P5,B5189,4.82,6.08,6.21,108.92
P5B5189N12,P5,B5189,4.84,6.09,5.93,107.62
P5B5189N13,P5,B5189,4.91,5.63,5.68,105.09
P5B5189N14,P5,B5189,4.69,5.84,6.26,108.2
P5B5189N15,P5,B5189,4.72,5.97,5.82,106.46
P5B5189N16,P5,B5189,4.8,6.2,5.83,107.35
P5B5189N17,P5,B5189,5.02,5.98,6.09,108.43
P5B5189N18,P5,B5189,5.09,5.72,5.91,106.9
P5B5189N19,P5,B5189,4.98,5.98,6.02,108.0
P5B5189N20,P5,B5189,5.3,6.06,5.95,108.54
P5B5190N11,P5,B5190,5.22,5.96,6.12,108.92
P5B5190N12,P5,B5190,4.91,5.98,6.03,107.93
P5B5190N13,P5,B5190,4.96,5.99,5.72,106.49
P5B5190N14,P5,B5190,5.15,5.9,6.15,108.74
P5B5190N15,P5,B5190,5.12,6.33,6.44,111.44
P5B5190N16,P5,B5190,4.84,6.11,6.03,108.16
P5B5190N17,P5,B5190,4.98,5.97,6.19,108.83
P5B5190N18,P5,B5190,5.16,6.01,5.82,107.46
P5B5190N19,P5,B5190,4.75,6.18,6.37,109.9
P5B5190N20,P5,B5190,4.7,5.76,6.35,108.43
P5B5191N11,P5,B5191,4.87,5.86,6.44,109.54
P5B5191N12,P5,B5191,5.25,6.51,6.11,110.58
P5B5191N13,P5,B5191,4.87,6.1,5.9,107.54
P5B5191N14,P5,B5191,5.22,5.7,6.08,107.94
P5B5191N15,P5,B5191,4.87,6.28,6.22,109.68
P5B5191N16,P5,B5191,5.03,6.09,6.23,109.49
P5B5191N17,P5,B5191,5.01,6.11,5.89,107.8
P5B5191N18,P5,B5191,4.76,6.21,6.16,108.95
P5B5191N19,P5,B5191,5.32,6.14,6.01,109.11
P5B5191N20,P5,B5191,4.9,6.16,5.57,106.14
P5B5192N11,P5,B5192,5.24,6.0,6.0,108.48
P5B5192N12,P5,B5192,5.01,6.24,6.41,110.77
P5B5192N13,P5,B5192,5.07,6.0,5.78,107.05
P5B5192N14,P5,B5192,4.72,6.1,5.86,107.03
P5B5192N15,P5,B5192,5.24,5.82,6.02,108.06
P5B5192N16,P5,B5192,4.89,5.87,6.02,107.51
P5B5192N17,P5,B5192,5.09,5.83,5.93,107.33
P5B5192N18,P5,B5192,5.11,5.8,5.89,107.07
P5B5192N19,P5,B5192,5.36,6.22,5.82,108.48
P5B5192N20,P5,B5192,5.08,5.86,6.06,108.03
P5B5193N11,P5,B5193,4.75,5.8,5.89,106.35
P5B5193N12,P5,B5193,4.99,5.93,5.96,107.56
P5B5193N13,P5,B5193,4.83,5.77,6.07,107.32
P5B5193N14,P5,B5193,5.01,6.24,5.93,108.38
P5B5193N15,P5,B5193,4.99,5.89,6.04,107.85
P5B5193N16,P5,B5193,4.88,6.12,5.9,107.62
P5B5193N17,P5,B5193,4.84,5.7,6.08,107.16
P5B5193N18,P5,B5193,5.23,6.02,6.14,109.23
P5B5193N19,P5,B5193,5.28,6.16,6.21,110.09
P5B5193N20,P5,B5193,5.19,6.06,6.1,109.06
P5B5194N11,P5,B5194,5.35,5.97,5.72,107.22
P5B5194N12,P5,B5194,4.83,5.97,5.79,106.5
P5B5194N13,P5,B5194,4.94,5.79,5.94,106.94
P5B5194N14,P5,B5194,5.02,5.88,5.64,105.87
P5B5194N15,P5,B5194,5.23,6.13,5.69,107.29
P5B5194N16,P5,B5194,5.15,6.2,5.72,107.49
P5B5194N17,P5,B5194,5.08,5.86,5.9,107.24
P5B5194N18,P5,B5194,4.98,6.27,5.97,108.63
P5B5194N19,P5,B5194,5.28,5.88,6.39,110.13
P5B5194N20,P5,B5194,4.98,6.03,5.9,107.55
P5B5195N11,P5,B5195,5.0,6.0,5.89,107.45
P5B5195N12,P5,B5195,4.96,6.24,6.16,109.44
P5B5195N13,P5,B5195,5.09,5.96,6.13,108.7
P5B5195N14,P5,B5195,4.91,5.78,6.15,107.91
P5B5195N15,P5,B5195,5.11,5.84,6.44,109.94
P5B5195N16,P5,B5195,5.04,5.87,6.21,108.75
P5B5195N17,P5,B5195,4.86,6.01,5.97,107.6
P5B5195N18,P5,B5195,4.99,5.9,6.02,107.78
P5B5195N19,P5,B5195,5.13,5.83,5.69,106.2
P5B5195N20,P5,B5195,5.26,5.98,6.53,111.11
P5B5196N11,P5,B5196,4.74,5.72,6.13,107.29
P5B5196N12,P5,B5196,4.7,6.21,5.92,107.59
P5B5196N13,P5,B5196,5.17,6.26,6.16,109.91
P5B5196N14,P5,B5196,4.92,6.09,5.95,107.87
P5B5196N15,P5,B5196,4.93,5.94,5.76,106.46
P5B5196N16,P5,B5196,4.96,5.58,6.16,107.44
P5B5196N17,P5,B5196,4.92,5.67,6.29,108.3
P5B5196N18,P5,B5196,4.83,6.37,6.23,109.92
P5B5196N19,P5,B5196,4.66,6.28,6.04,108.37
P5B5196N20,P5,B5196,4.78,5.93,5.66,105.65
P5B5197N11,P5,B5197,5.26,6.49,6.05,110.25
P5B5197N12,P5,B5197,5.09,5.92,5.76,106.76
P5B5197N13,P5,B5197,4.8,5.86,6.17,108.04
P5B5197N14,P5,B5197,4.79,6.07,6.01,107.84
P5B5197N15,P5,B5197,5.04,5.89,6.22,108.84
P5B5197N16,P5,B5197,4.74,5.85,6.16,107.83
P5B5197N17,P5,B5197,5.14,5.75,6.41,109.57
P5B5197N18,P5,B5197,4.74,6.19,5.81,107.12
P5B5197N19,P5,B5197,4.92,6.1,6.06,108.43
P5B5197N20,P5,B5197,5.05,6.07,5.84,107.52
P5B5198N11,P5,B5198,5.13,5.79,5.57,105.5
P5B5198N12,P5,B5198,4.84,6.15,5.9,107.65
P5B5198N13,P5,B5198,5.0,6.14,6.07,108.77
P5B5198N14,P5,B5198,4.78,6.15,6.34,109.71
P5B5198N15,P5,B5198,5.03,5.87,5.88,107.08
P5B5198N16,P5,B5198,4.88,6.19,6.24,109.53
P5B5198N17,P5,B5198,5.04,5.9,5.59,105.72
P5B5198N18,P5,B5198,4.59,5.96,6.07,107.41
P5B5198N19,P5,B5198,5.05,6.19,6.21,109.73
P5B5198N20,P5,B5198,4.92,6.1,6.12,108.76
P5B5199N11,P5,B5199,5.21,6.08,5.98,108.55
P5B5199N12,P5,B5199,5.06,6.1,5.86,107.72
P5B5199N13,P5,B5199,5.07,5.78,5.85,106.72
P5B5199N14,P5,B5199,4.92,6.36,5.83,108.07
P5B5199N15,P5,B5199,5.01,5.93,5.96,107.62
P5B5199N16,P5,B5199,4.72,6.02,5.89,106.93
P5B5199N17,P5,B5199,4.82,6.27,6.1,108.95
P5B5199N18,P5,B5199,4.9,5.64,5.74,105.43
P5B5199N19,P5,B5199,5.18,6.51,5.76,108.7
P5B5199N20,P5,B5199,5.2,6.08,6.21,109.7
P5B5200N11,P5,B5200,5.03,6.01,5.66,106.38
P5B5200N12,P5,B5200,4.96,6.25,6.44,110.86
P5B5200N13,P5,B5200,5.04,5.79,6.04,107.66
P5B5200N14,P5,B5200,5.08,6.02,6.12,108.81
P5B5200N15,P5,B5200,5.08,6.01,5.78,107.1
P5B5200N16,P5,B5200,4.72,6.36,5.87,107.88
P5B5200N17,P5,B5200,5.08,6.16,5.96,108.45
P5B5200N18,P5,B5200,5.06,5.78,6.12,108.06
P5B5200N19,P5,B5200,4.93,6.08,5.95,107.85
P5B5200N20,P5,B5200,5.2,6.03,6.05,108.74
P5B5201N11,P5,B5201,4.97,5.78,6.51,109.84
P5B5201N12,P5,B5201,4.75,5.63,6.17,107.24
P5B5201N13,P5,B5201,5.01,5.93,6.03,107.96
P5B5201N14,P5,B5201,4.63,5.44,5.67,103.93
P5B5201N15,P5,B5201,4.9,6.06,5.78,106.86
P5B5201N16,P5,B5201,5.21,5.84,6.03,108.08
P5B5201N17,P5,B5201,4.93,6.12,5.74,106.92
P5B5201N18,P5,B5201,4.85,5.89,6.21,108.42
P5B5201N19,P5,B5201,5.17,5.86,5.96,107.74
P5B5201N20,P5,B5201,4.94,5.9,6.0,107.58
P5B5202N11,P5,B5202,5.15,6.13,6.11,109.24
P5B5202N12,P5,B5202,5.21,5.87,6.16,108.84
P5B5202N13,P5,B5202,4.92,5.87,6.32,109.06
P5B5202N14,P5,B5202,5.18,5.93,6.09,108.61
P5B5202N15,P5,B5202,4.67,6.07,6.32,109.15
P5B5202N16,P5,B5202,4.87,5.47,6.16,106.95
P5B5202N17,P5,B5202,5.0,5.9,6.23,108.86
P5B5202N18,P5,B5202,4.83,6.21,6.22,109.38
P5B5202N19,P5,B5202,5.09,6.17,5.74,107.39
P5B5202N20,P5,B5202,4.94,5.92,6.06,107.95
P5B5203N11,P5,B5203,5.23,6.13,6.12,109.44
P5B5203N12,P5,B5203,5.11,6.57,5.81,108.97
P5B5203N13,P5,B5203,4.95,6.3,6.01,108.84
P5B5203N14,P5,B5203,5.16,6.08,5.55,106.3
P5B5203N15,P5,B5203,5.08,5.95,6.25,109.26
P5B5203N16,P5,B5203,4.73,6.04,5.76,106.37
P5B5203N17,P5,B5203,4.97,6.16,6.2,109.43
P5B5203N18,P5,B5203,5.07,6.33,6.14,109.83
P5B5203N19,P5,B5203,4.75,6.06,6.27,109.03
P5B5203N20,P5,B5203,4.79,5.8,6.08,107.39
P5B5204N11,P5,B5204,4.76,5.92,5.95,107.03
P5B5204N12,P5,B5204,5.12,5.68,6.24,108.49
P5B5204N13,P5,B5204,5.23,5.89,5.83,107.28
P5B5204N14,P5,B5204,5.13,6.15,6.0,108.71
P5B5204N15,P5,B5204,4.95,5.88,5.81,106.59
P5B5204N16,P5,B5204,5.17,6.18,5.98,108.78
P5B5204N17,P5,B5204,4.43,5.66,5.65,104.06
P5B5204N18,P5,B5204,4.9,6.28,6.07,109.0
P5B5204N19,P5,B5204,5.33,6.1,6.19,109.92
P5B5204N20,P5,B5204,5.04,6.18,6.15,109.36
P5B5205N11,P5,B5205,4.84,5.75,5.86,106.23
P5B5205N12,P5,B5205,5.13,6.5,5.85,109.02
P5B5205N13,P5,B5205,4.93,5.8,6.12,107.86
P5B5205N14,P5,B5205,4.82,5.61,6.15,107.23
P5B5205N15,P5,B5205,5.13,5.81,6.07,108.03
P5B5205N16,P5,B5205,5.18,5.66,6.0,107.34
P5B5205N17,P5,B5205,5.17,6.17,6.19,109.8
P5B5205N18,P5,B5205,4.92,6.31,5.85,108.02
P5B5205N19,P5,B5205,4.97,6.01,5.82,107.06
P5B5205N20,P5,B5205,5.54,6.23,5.54,107.46
P5B5206N11,P5,B5206,5.04,6.16,6.13,109.21
P5B5206N12,P5,B5206,5.03,5.53,6.01,106.7
P5B5206N13,P5,B5206,5.21,5.84,5.82,107.04
P5B5206N14,P5,B5206,5.16,5.89,5.96,107.79
P5B5206N15,P5,B5206,5.09,6.16,6.0,108.66
P5B5206N16,P5,B5206,5.16,6.17,6.16,109.64
P5B5206N17,P5,B5206,4.81,6.1,5.96,107.71
P5B5206N18,P5,B5206,4.9,6.35,6.49,111.31
P5B5206N19,P5,B5206,4.97,6.16,6.44,110.63
P5B5206N20,P5,B5206,4.81,5.72,5.8,105.77
P5B5207N11,P5,B5207,5.01,5.75,6.15,108.02
P5B5207N12,P5,B5207,5.02,5.96,6.04,108.13
P5B5207N13,P5,B5207,4.94,6.25,5.72,107.23
P5B5207N14,P5,B5207,4.86,6.33,5.77,107.54
P5B5207N15,P5,B5207,4.9,5.88,6.22,108.53
P5B5207N16,P5,B5207,4.96,6.03,5.84,107.2
P5B5207N17,P5,B5207,4.87,5.86,6.12,107.93
P5B5207N18,P5,B5207,5.0,5.98,6.13,108.58
P5B5207N19,P5,B5207,4.78,6.17,6.08,108.48
P5B5207N20,P5,B5207,5.09,6.2,5.95,108.53
P5B5208N11,P5,B5208,5.27,5.77,6.41,109.91
P5B5208N12,P5,B5208,4.99,5.9,6.05,107.93
P5B5208N13,P5,B5208,4.82,6.35,5.67,107.04
P5B5208N14,P5,B5208,4.96,6.16,5.83,107.57
P5B5208N15,P5,B5208,4.99,6.14,6.04,108.61
P5B5208N16,P5,B5208,4.81,5.62,6.18,107.37
P5B5208N17,P5,B5208,4.8,6.34,5.97,108.46
P5B5208N18,P5,B5208,5.25,6.25,5.93,108.88
P5B5208N19,P5,B5208,5.43,5.72,6.06,108.33
P5B5208N20,P5,B5208,4.92,5.87,6.02,107.54
P5B5209N11,P5,B5209,5.13,6.21,6.08,109.29
P5B5209N12,P5,B5209,4.78,5.85,6.1,107.6
P5B5209N13,P5,B5209,4.92,6.32,5.82,107.91
P5B5209N14,P5,B5209,5.22,5.59,5.86,106.52
P5B5209N15,P5,B5209,5.1,6.12,5.88,107.96
P5B5209N16,P5,B5209,5.06,5.95,6.19,108.92
P5B5209N17,P5,B5209,4.9,6.11,5.75,106.89
P5B5209N18,P5,B5209,5.17,6.09,6.02,108.71
P5B5209N19,P5,B5209,4.85,5.89,6.46,109.68
P5B5209N20,P5,B5209,5.04,5.81,5.95,107.24
P5B5210N11,P5,B5210,4.68,6.36,6.01,108.49
P5B5210N12,P5,B5210,4.91,6.15,5.89,107.71
P5B5210N13,P5,B5210,5.39,6.09,5.6,107.06
P5B5210N14,P5,B5210,5.03,5.61,5.99,106.84
P5B5210N15,P5,B5210,4.94,6.03,6.09,108.42
P5B5210N16,P5,B5210,5.18,5.66,6.0,107.33
P5B5210N17,P5,B5210,4.99,6.05,5.85,107.39
P5B5210N18,P5,B5210,4.79,6.21,6.09,108.67
P5B5210N19,P5,B5210,4.94,6.1,5.85,107.42
P5B5210N20,P5,B5210,5.08,5.87,5.91,107.33
P5B5211N11,P5,B5211,5.13,5.9,5.88,107.37
P5B5211N12,P5,B5211,5.08,6.18,5.73,107.37
P5B5211N13,P5,B5211,5.15,6.41,6.35,111.28
P5B5211N14,P5,B5211,4.99,6.15,5.98,108.33
P5B5211N15,P5,B5211,5.15,6.03,6.01,108.44
P5B5211N16,P5,B5211,4.96,5.86,6.09,107.96
P5B5211N17,P5,B5211,5.02,5.98,5.71,106.56
P5B5211N18,P5,B5211,4.74,6.24,6.13,108.87
P5B5211N19,P5,B5211,4.76,6.11,5.72,106.46
P5B5211N20,P5,B5211,5.11,5.95,6.15,108.82
P5B5212N11,P5,B5212,4.82,6.28,6.15,109.23
P5B5212N12,P5,B5212,5.03,5.78,6.11,107.93
P5B5212N13,P5,B5212,5.15,5.72,6.25,108.69
P5B5212N14,P5,B5212,4.75,5.91,6.17,108.09
P5B5212N15,P5,B5212,4.88,5.97,6.13,108.34
P5B5212N16,P5,B5212,5.24,6.17,6.15,109.75
P5B5212N17,P5,B5212,5.01,6.29,5.82,107.99
P5B5212N18,P5,B5212,4.72,5.88,6.1,107.59
P5B5212N19,P5,B5212,4.91,5.85,5.88,106.79
P5B5212N20,P5,B5212,4.97,5.71,5.84,106.27
P5B5213N11,P5,B5213,5.12,6.06,6.02,108.53
P5B5213N12,P5,B5213,5.22,6.16,6.03,109.05
P5B5213N13,P5,B5213,4.9,6.09,5.71,106.62
P5B5213N14,P5,B5213,5.22,5.9,5.88,107.54
P5B5213N15,P5,B5213,4.95,6.05,6.18,108.95
P5B5213N16,P5,B5213,4.96,6.09,6.18,109.08
P5B5213N17,P5,B5213,4.97,6.35,5.99,108.95
P5B5213N18,P5,B5213,4.93,5.97,5.9,107.27
P5B5213N19,P5,B5213,4.96,6.08,5.95,107.9
P5B5213N20,P5,B5213,4.85,5.86,6.07,107.65
P5B5214N11,P5,B5214,4.91,6.07,6.1,108.54
P5B5214N12,P5,B5214,4.95,6.21,5.95,108.28
P5B5214N13,P5,B5214,4.84,6.13,6.12,108.66
P5B5214N14,P5,B5214,5.15,6.18,6.24,110.03
P5B5214N15,P5,B5214,5.06,6.32,5.72,107.68
P5B5214N16,P5,B5214,4.77,6.43,6.31,110.38
P5B5214N17,P5,B5214,5.18,6.01,5.95,108.14
P5B5214N18,P5,B5214,4.86,6.11,6.02,108.16
P5B5214N19,P5,B5214,4.84,6.24,6.22,109.52
P5B5214N20,P5,B5214,5.07,5.93,5.92,107.53
P5B5215N11,P5,B5215,5.19,6.18,5.91,108.47
P5B5215N12,P5,B5215,4.86,6.29,5.94,108.28
P5B5215N13,P5,B5215,5.07,5.77,5.68,105.85
P5B5215N14,P5,B5215,4.99,6.34,6.09,109.46
P5B5215N15,P5,B5215,4.67,6.42,6.13,109.25
P5B5215N16,P5,B5215,5.03,5.75,6.03,107.45
P5B5215N17,P5,B5215,4.98,6.09,6.1,108.74
P5B5215N18,P5,B5215,5.05,6.26,6.2,109.87
P5B5215N19,P5,B5215,4.92,5.9,6.2,108.55
P5B5215N20,P5,B5215,4.97,5.84,6.02,107.55
P5B5216N11,P5,B5216,4.87,5.79,5.81,106.16
P5B5216N12,P5,B5216,4.92,6.13,5.98,108.13
P5B5216N13,P5,B5216,5.3,5.76,5.97,107.74
P5B5216N14,P5,B5216,4.99,6.37,6.22,110.2
P5B5216N15,P5,B5216,4.88,5.82,5.65,105.47
P5B5216N16,P5,B5216,5.18,5.87,5.77,106.81
P5B5216N17,P5,B5216,4.64,5.85,6.06,107.13
P5B5216N18,P5,B5216,4.79,6.25,6.2,109.33
P5B5216N19,P5,B5216,5.11,5.6,6.05,107.27
P5B5216N20,P5,B5216,5.34,5.62,6.12,108.13
P5B5217N11,P5,B5217,5.19,5.73,6.33,109.22
P5B5217N12,P5,B5217,5.08,5.8,5.97,107.4
P5B5217N13,P5,B5217,5.3,5.97,6.23,109.65
P5B5217N14,P5,B5217,5.05,5.85,5.96,107.45
P5B5217N15,P5,B5217,5.11,6.23,5.91,108.48
P5B5217N16,P5,B5217,4.8,6.21,5.86,107.54
P5B5217N17,P5,B5217,5.18,6.14,5.98,108.7
P5B5217N18,P5,B5217,4.97,6.25,6.05,108.93
P5B5217N19,P5,B5217,5.25,5.57,6.19,108.16
P5B5217N20,P5,B5217,5.04,6.69,6.17,111.0
P5B5218N11,P5,B5218,5.0,6.03,5.86,107.4
P5B5218N12,P5,B5218,5.03,5.34,6.11,106.62
P5B5218N13,P5,B5218,5.13,6.03,5.9,107.84
P5B5218N14,P5,B5218,4.75,6.22,6.23,109.3
P5B5218N15,P5,B5218,4.81,5.68,5.67,105.0
P5B5218N16,P5,B5218,4.91,5.81,5.98,107.16
P5B5218N17,P5,B5218,4.98,6.54,6.55,112.34
P5B5218N18,P5,B5218,5.02,6.03,5.87,107.48
P5B5218N19,P5,B5218,5.09,5.8,5.91,107.13
P5B5218N20,P5,B5218,5.12,5.93,6.42,110.14
P5B5219N11,P5,B5219,5.05,6.25,5.97,108.68
P5B5219N12,P5,B5219,5.09,5.81,6.24,108.79
P5B5219N13,P5,B5219,5.19,5.89,6.46,110.35
P5B5219N14,P5,B5219,5.2,6.24,6.01,109.17
P5B5219N15,P5,B5219,5.14,6.34,5.97,109.15
P5B5219N16,P5,B5219,5.15,6.0,5.97,108.15
P5B5219N17,P5,B5219,5.26,6.53,6.13,110.77
P5B5219N18,P5,B5219,4.99,5.97,6.22,108.99
P5B5219N19,P5,B5219,5.13,6.06,5.91,107.99
P5B5219N20,P5,B5219,5.11,6.28,5.96,108.87
P5B5220N11,P5,B5220,4.73,6.33,5.97,108.29
P5B5220N12,P5,B5220,5.28,6.39,5.84,108.95
P5B5220N13,P5,B5220,4.92,5.98,5.9,107.26
P5B5220N14,P5,B5220,5.01,5.95,6.26,109.17
P5B5220N15,P5,B5220,4.87,6.2,6.15,109.09
P5B5220N16,P5,B5220,5.19,5.96,6.09,108.71
P5B5220N17,P5,B5220,4.99,6.28,6.08,109.22
P5B5220N18,P5,B5220,5.18,5.79,5.78,106.63
P5B5220N19,P5,B5220,4.72,5.76,6.05,106.98
P5B5220N20,P5,B5220,4.79,6.16,6.02,108.17
P5B5221N11,P5,B5221,4.89,6.23,5.82,107.56
P5B5221N12,P5,B5221,5.07,5.95,5.79,106.94
P5B5221N13,P5,B5221,5.11,5.95,5.77,106.92
P5B5221N14,P5,B5221,4.84,5.83,5.73,105.81
P5B5221N15,P5,B5221,4.97,5.76,5.94,106.92
P5B5221N16,P5,B5221,5.04,6.06,6.13,108.91
P5B5221N17,P5,B5221,4.77,5.97,5.96,107.25
P5B5221N18,P5,B5221,4.85,5.79,6.05,107.31
P5B5221N19,P5,B5221,5.01,5.73,6.04,107.4
P5B5221N20,P5,B5221,4.79,6.2,5.91,107.72
P5B5222N11,P5,B5222,5.33,5.83,5.54,105.86
P5B5222N12,P5,B5222,5.01,5.63,6.03,107.05
P5B5222N13,P5,B5222,4.93,5.95,5.99,107.68
P5B5222N14,P5,B5222,5.13,6.4,5.47,106.81
P5B5222N15,P5,B5222,5.07,6.08,5.98,108.29
P5B5222N16,P5,B5222,5.17,6.29,6.22,110.32
P5B5222N17,P5,B5222,4.98,5.91,6.0,107.7
P5B5222N18,P5,B5222,5.18,5.76,6.11,108.18
P5B5222N19,P5,B5222,5.16,6.28,5.87,108.53
P5B5222N20,P5,B5222,4.99,5.79,6.01,107.41
P5B5223N11,P5,B5223,5.09,5.98,6.36,109.93
P5B5223N12,P5,B5223,4.72,6.25,6.06,108.47
P5B5223N13,P5,B5223,5.26,5.97,5.78,107.32
P5B5223N14,P5,B5223,4.93,6.18,6.32,109.99
P5B5223N15,P5,B5223,4.97,6.12,6.33,109.95
P5B5223N16,P5,B5223,4.87,6.15,6.22,109.3
P5B5223N17,P5,B5223,5.19,5.98,5.91,107.86
P5B5223N18,P5,B5223,5.31,5.89,5.96,108.08
P5B5223N19,P5,B5223,4.84,6.3,6.27,109.93
P5B5223N20,P5,B5223,4.9,5.88,6.11,108.0
P5B5224N11,P5,B5224,4.79,5.77,5.92,106.5
P5B5224N12,P5,B5224,4.91,6.08,5.98,107.94
P5B5224N13,P5,B5224,4.91,5.78,6.27,108.5
P5B5224N14,P5,B5224,5.03,5.82,5.95,107.26
P5B5224N15,P5,B5224,4.94,6.1,5.86,107.49
P5B5224N16,P5,B5224,5.05,6.16,5.78,107.47
P5B5224N17,P5,B5224,4.99,5.75,5.71,105.78
P5B5224N18,P5,B5224,5.07,6.36,5.89,108.67
P5B5224N19,P5,B5224,4.92,6.49,6.21,110.36
P5B5224N20,P5,B5224,5.0,6.09,5.99,108.2
P5B5225N11,P5,B5225,5.08,6.1,5.8,107.45
P5B5225N12,P5,B5225,5.02,6.03,6.06,108.44
P5B5225N13,P5,B5225,5.2,5.68,5.92,107.03
P5B5225N14,P5,B5225,5.31,5.63,6.12,108.09
P5B5225N15,P5,B5225,4.92,5.78,5.83,106.33
P5B5225N16,P5,B5225,5.13,5.7,5.78,106.25
P5B5225N17,P5,B5225,4.89,5.97,6.02,107.8
P5B5225N18,P5,B5225,5.07,5.87,5.9,107.25
P5B5225N19,P5,B5225,5.03,5.93,6.12,108.47
P5B5225N20,P5,B5225,5.13,6.11,5.87,107.92
P5B5226N11,P5,B5226,5.07,6.06,6.1,108.83
P5B5226N12,P5,B5226,4.82,6.21,5.69,106.73
P5B5226N13,P5,B5226,5.04,5.93,6.25,109.11
P5B5226N14,P5,B5226,5.04,6.07,6.06,108.59
P5B5226N15,P5,B5226,5.04,5.72,5.8,106.25
P5B5226N16,P5,B5226,4.96,6.08,5.93,107.8
P5B5226N17,P5,B5226,5.03,5.77,5.94,107.06
P5B5226N18,P5,B5226,4.95,6.2,5.86,107.81
P5B5226N19,P5,B5226,5.02,5.81,6.37,109.31
P5B5226N20,P5,B5226,4.64,6.1,6.05,107.84
P5B5227N11,P5,B5227,4.82,6.07,5.99,107.8
P5B5227N12,P5,B5227,5.24,5.99,5.72,107.06
P5B5227N13,P5,B5227,5.27,6.11,6.15,109.61
P5B5227N14,P5,B5227,5.02,5.95,5.99,107.83
P5B5227N15,P5,B5227,4.88,6.01,5.85,107.04
P5B5227N16,P5,B5227,4.97,5.86,5.81,106.58
P5B5227N17,P5,B5227,5.13,5.79,5.82,106.72
P5B5227N18,P5,B5227,4.98,5.97,6.01,107.92
P5B5227N19,P5,B5227,4.85,5.93,6.2,108.49
P5B5227N20,P5,B5227,4.99,6.18,5.92,108.12
P5B5228N11,P5,B5228,4.98,6.1,6.11,108.8
P5B5228N12,P5,B5228,5.25,5.76,6.09,108.22
P5B5228N13,P5,B5228,4.85,5.89,6.3,108.86
P5B5228N14,P5,B5228,5.01,6.42,5.94,108.95
P5B5228N15,P5,B5228,5.05,6.15,6.25,109.81
P5B5228N16,P5,B5228,5.1,6.14,6.09,109.07
P5B5228N17,P5,B5228,5.28,6.19,5.85,108.39
P5B5228N18,P5,B5228,5.01,6.09,5.78,107.2
P5B5228N19,P5,B5228,4.9,5.95,6.17,108.49
P5B5228N20,P5,B5228,5.04,5.85,5.85,106.89
P5B5229N11,P5,B5229,5.25,6.01,6.12,109.12
P5B5229N12,P5,B5229,5.08,5.96,5.94,107.75
P5B5229N13,P5,B5229,5.33,5.68,6.31,109.25
P5B5229N14,P5,B5229,5.18,6.05,6.36,110.31
P5B5229N15,P5,B5229,5.2,6.11,6.23,109.88
P5B5229N16,P5,B5229,4.98,5.91,5.99,107.65
P5B5229N17,P5,B5229,4.83,6.15,5.95,107.85
P5B5229N18,P5,B5229,5.02,5.81,5.98,107.37
P5B5229N19,P5,B5229,5.13,5.99,5.99,108.19
P5B5229N20,P5,B5229,4.79,6.18,5.94,107.81
P5B5230N11,P5,B5230,4.92,6.24,6.03,108.71
P5B5230N12,P5,B5230,4.91,6.49,5.86,108.57
P5B5230N13,P5,B5230,4.9,6.01,5.93,107.48
P5B5230N14,P5,B5230,4.9,6.04,6.01,107.96
P5B5230N15,P5,B5230,5.08,5.87,5.93,107.41
P5B5230N16,P5,B5230,4.99,6.48,6.04,109.61
P5B5230N17,P5,B5230,4.88,5.9,5.85,106.69
P5B5230N18,P5,B5230,4.44,5.91,5.91,106.15
P5B5230N19,P5,B5230,5.21,6.2,6.18,109.93
P5B5230N20,P5,B5230,5.06,6.0,6.1,108.64
P5B5231N11,P5,B5231,5.0,5.91,6.31,109.29
P5B5231N12,P5,B5231,5.12,5.85,5.92,107.4
P5B5231N13,P5,B5231,5.26,5.99,6.02,108.59
P5B5231N14,P5,B5231,5.14,6.13,6.07,109.01
P5B5231N15,P5,B5231,4.82,6.06,5.98,107.71
P5B5231N16,P5,B5231,4.91,5.86,6.06,107.71
P5B5231N17,P5,B5231,4.88,6.01,5.51,105.34
P5B5231N18,P5,B5231,5.12,5.97,5.87,107.51
P5B5231N19,P5,B5231,5.58,6.13,6.14,110.24
P5B5231N20,P5,B5231,5.3,6.1,6.06,109.2
P5B5232N11,P5,B5232,5.22,5.79,6.22,108.92
P5B5232N12,P5,B5232,4.99,6.08,5.77,107.05
P5B5232N13,P5,B5232,5.07,6.03,5.85,107.49
P5B5232N14,P5,B5232,4.89,6.6,5.82,108.67
