"BATCHNBR","TEST1","TEST2","TEST3","TEST4","TEST5","TEST6","TEST7","TEST8","TEST9","TEST10","BATCHQUALITY"
"B5339","8.07","6.09",".63",".25","8.02",".48","3.77","3.08",".51","4.3","poor"
"B5340","5.59",".11","1.18","1.25","9.99","9.6","3.49","6.41",".63","6.2","good"
"B5341","9.41","3","1.21","5.58","1.84","2.34","7.62","7.92","7.64",".02","good"
"B5342","6.97","8.19","9.34","9.55","1.95","3.74","1.6","7.84","3.37","8.39","good"
"B5343",".74","1.43","8.63","4.89","5.2","3.44",".33","9.2","4.83","5.71","good"
"B5344","4.42","7.26","8.01","7.68","1.33",".91",".28","5.5","8.45","2.56","good"
"B5345","1.13","3.53","5.59","7.76",".64","6.88","9.44","5.06","2.81","5.43","poor"
"B5346","1.64","1.24","3.79","6.37","5.49","6.24","5.61","8.99","1.23","9.88","good"
"B5347",".71","8.47","4.78","3.51","8.96","5.86","7.55","2.13",".41","5.76","good"
"B5348","3.62","8.35","4.24",".02","3.62","4.78","3.38","1.56","4.54","4.97","good"
"B5349","3.15","7.39","5.88","2.51","8.46","1.86",".52","5.49","5.56","9.5","good"
"B5350",".83","3.38","2.61","6.08","1.53","4.22","5.09","7.91","7.75","2.53","good"
"B5351","9.43","8.5","4.18",".4",".91","4.61","7.87","4.09","8.29",".04","poor"
"B5352","9.04",".79",".95","9.24","2.3","4.8","8",".21","5.43","3.31","good"
"B5353","5.88","2.27","6.77","2.68","1.04","4.23","6.55","2.98","7.51","1.99","good"
"B5354","8.16","2.83","4.92","4.51","5.64","5.55","5.9","1.1","5.88","9.04","good"
"B5355","6.31","1.7","5.43","6.42",".11","9.89","4.45","8.5","6.78","9.62","poor"
"B5356","8.29","2.15","3.99","2.94","1.35",".96",".14","3.56","3.41","2.55","good"
"B5357","4.89","2.04","6.18","3.17","1.8","2.73","7.05","1.07","7.61","4.27","good"
"B5358","1.16","6.06","9.66","9.95","4.97","5.42","6.47","7.24","7.73","3.61","good"
"B5359","1.87","5.73","9.91",".67","6.63","7.01","1.11","4.62","3.72","8.14","good"
"B5360",".09","5.1","6.65",".22",".99","8.77","7.47","8.76","6.27",".75","poor"
"B5361","6.14","4.54","1.41","6.67","9.78",".88","1.43","1.68","8.62","6.5","good"
"B5362","3.81","4.97","4.41","3.04",".49","4.43","5.6","7.31","6.62","3.59","poor"
"B5363",".04","5.31","5.33","1.71","1.89","7.54","2.61","1.1","5.46","5.04","good"
"B5364",".56","2.53","2.58",".77","2.04","3.73",".51","3.69","4.68","2.7","good"
"B5365","4.26","7.73","3.72","1.94","8.39","2.79","4.98","6.25","4.31","1.51","good"
"B5366","5.14","9.23","1.36","7.21","1.63","3.23","3.77","9.77","2.08","1.51","good"
"B5367","9.31","5.61","6.89","3.17","3.38","1.59","8.55","7.77","4.73","6.97","good"
"B5368","3.88","9.67","1.38","7.29","2.05","8.34","6.21","3.94","4.53","2.14","good"
"B5369","1.08","6.78","4.1","9.41","6.58","6.43","3.48","1.96","5.87",".67","good"
"B5370","6.51","5.27","2.9","4.68","9.97","7.36","3.62","6.59","1.08","4.72","good"
"B5371","7.45","2.18","6.56","7.2","8.53",".93","9.72","9.4","2.69","3.58","good"
"B5372","6.93","3.53","9.98","1.82","8.91","1.4","3.75","2.9","5.97","3.07","good"
"B5373","8.04","3.54","7.85","7.94","4.26","8.03","6.95","5.16","2.98","8.52","good"
"B5374","9.04","1.36",".67","7.82",".89",".93",".57","7.99","2.27",".93","poor"
"B5375","3.73","2.53","6.95","4.95","6.46","5.11","2.87","9.24","8.86","4.89","good"
"B5376","2.1","2.09","9.61","9.74","3.03","6.35","2.2","3.19","8.91","1.46","good"
"B5377","4.46","5.11","5.36","5.91","5.36","7.2",".84","6.89","8.78","2.71","good"
"B5378","9.54","6.71","9.02","3.07",".84","8.8","4.18","5.68","5.11","2.55","poor"
"B5379","9.7","6.49","1.11","8.92","8.75","6.85","2.18","3.84",".53","2.29","good"
"B5380","9.58","6.09","8.14",".99","3.07",".11","6.07","5.11","5.5","1.84","poor"
"B5381","5.84",".15","8.69","9.31","9.48","4.89","8.18","6.4",".7","7.96","good"
"B5382","9.8","3.55","9.18","9.25","2.62","8.22","8.54",".65","2.97","7.3","good"
"B5383","9.54","7.51","2.54","2.32","6.35","2.1","8.02","2.01","5.76",".87","good"
"B5384","9.37","5.76","6.86","2.38","4.48","8.98","8.97",".1","6.92","1.26","good"
"B5385","7",".29",".38","4.83",".67","7.2",".98","4.1","4.01",".06","poor"
"B5386",".08","6.88","7.21","9.84","9.06","1.67","8.17","1.96","8.52","8.5","good"
"B5387","6.57","1.96","6.24","8.26","4.48","2.43",".18","2.14",".75","6.76","good"
"B5388","5.2","6.65","5.24","1.67","8.85","3.98",".19","2.05",".34","6.68","good"
"B5389","7.55","4.45","8.1","9.73","8.12","3.87","3.14","7.44","5.98","6.92","good"
"B5390","6.23","8.58","9.68","6.33","2.25","5.94","1.76","5.07","5.9","2.64","good"
"B5391","5.59","4.03","8.74","2.62","7.07","5.83",".61","4.36","1.35","5.66","good"
"B5392","9.44","2.19","8.69","7.18","9.92","4.89","8.71","7.64","4.39","6.38","good"
"B5393","6.82","4.36","8.03","6.61","7.2","9.72",".56","2.22","5.96","3.33","good"
"B5394","5.36","7.97","5.32","6.64","8.1","6.25","4.08","8.85","2.08","8.07","good"
"B5395","7.07","7.45","9.61",".93","4.94","7.02","2.9","9.87","3.29","8.99","good"
"B5396","2.22","7.13","3.42","2.27","8.7",".17","5.97","1.61","4.7","1.84","good"
"B5397","1.48","1.95",".62","5.27","8.37","9.25","6.26","1.35","8.27","7.06","poor"
"B5398","4.95","3.58","8.24","4.53","2.85","8.6","9.59","8.82","1.7","1.48","good"
"B5399","6.07","3.67","5.34","4.54","7.07","8.38","3.47","4.77","3.56","9.98","good"
"B5400","5.14","5.69",".5",".71","4.88","2.12","3.7","4.04","4.14","6.69","poor"
"B5401","4.27","5.61","9.06","1.86","1.26","5.64","1.11","7.44","9.12","4.59","good"
"B5402","6.95","2.97","7.69","9.58","5.42","1.13","5.63","6.73","3.73","1.83","good"
"B5403","1.26","6.93","8.52","1.67","2.93","4.46","7.88","4.43","2.11",".64","good"
"B5404","9.1","2.27","7.71","3.07","8.64","6.77","7.87","5.09","3.13",".45","good"
"B5405","8.15","5.21","3.64","6.69","4.65","9.76","7.4","6.91","4.75","1.05","good"
"B5406","6.2","3.92","2.67","3.35","4.27","6.14","6.2","9.36","1.89","6.62","good"
"B5407","6.97","8.25","9.75","1.12","9.54","6.15","2.99",".86","2.63","8.76","good"
"B5408","5.42","6.92","6.1","5.88","4.48","6.44","9.75","1.6","8.36","3.07","good"
"B5409","9.84","4.97","5.54","1.35","2.21","2.8","8.18","4.59","2.58",".83","good"
"B5410","7.19","2.81","7.77","5.22","6.83","7.5","2.38",".97","4.52",".17","good"
"B5411","3.87","9.28","1.08","9.47","7.11","2.29","6.16","8.56","6.52","3.63","good"
"B5412","8.26","8.44","9.65","5.75","4.34","3.14","9.81","6.78","7.06","9.6","good"
"B5413","9.28","7.1","1.91","4.94","8.26","4.75","7.28","9.32","4.09","8.52","good"
"B5414",".65","5.84","5.89","8.01","1.73","1.94","1.97","8.55",".93","6.36","good"
"B5415","9.17","1.43","8.75",".42","8.55","1.54",".76","8.39",".17","5.91","good"
"B5416","9.15","9.49","2.12","3.39","5.03","6.52","2.63","7.43","1.06","2.52","good"
"B5417","9.7","9.26","2.22","1.4","8.3","9.17","1.3",".36","4.85",".36","good"
"B5418","2.88","7.96","6.85","3.79","1.33",".23","2.97",".86","1.7","6.9","poor"
"B5419","3.35","1.03","4.17","9.87","3.85","6.78","3.25","5.13","7.42","6.24","good"
"B5420","7.04","5.83","7.46","8.14","6.22","9.05","5.66","4.26","7.5","7.7","good"
"B5421","6.13","5.54","7.28","9.13","2.02","8.06","8.15","7.42","2.4",".53","good"
"B5422","3.63","9.42","4.27","7.2","5.73","4.41","5.93","1.97","3.39","5.4","good"
"B5423","6.59",".32","3.08",".82",".92","1.48","7.42","9.55","2.57","7.2","poor"
"B5424","8.69","4.09","5.59",".08","2.04","1.48","6.34","1.35","3.18","1.33","good"
"B5425","1.67","6.94","8.81","3.32","9.83","4.88","9.04","2.23","5.45","2.45","good"
"B5426","6.55","9.01","4.11","3.36","4.41","3.83","7.96","1.56","5.85","1.52","good"
"B5427","6.16","9.71","6.09","3.37",".43","6.1","3.67","1.86","7.37","9.42","poor"
"B5428","3.76","4.84","7.88","4.8","3.18","2.86","5.64",".88","4.47","3.1","good"
"B5429","4.71","2.81","5.92","4.03",".16","4.43","2.24","4.78","3.16","3.39","poor"
"B5430","2.29","9.74","7.5","4.59","7.49",".58","8.09","6.66","7.6","3.47","good"
"B5431","6.23","7.27","8.32","4.34","9.82",".04","7.94","8.83","3.81","1.69","poor"
"B5432","9.63","9.59","3.82","6.56","7.12","5.66","9.81","8.58","2.49","2.52","good"
"B5433","2.06","6.62","8.89","9.2","3.85","1.28",".34","7.32","4.21","3.17","good"
"B5434","1.14","8.39","9.78","4.52","8.2","6.43","6.74","4.5","7.28","8.78","good"
"B5435","6.54","9.58","1.34","5.25","6.11","7.1","2.11","4.51","6.9","7.02","good"
"B5436","9.7","6.06","2.56","2.6","5.29",".8","5.1","1.88","7.66","8.59","good"
"B5437","3.49","2.18",".86","2.6","5.84","7.43",".38","2.14","3.09","5.56","good"
"B5438",".93","8.53","1.25","7.96","1.75",".89","5.9","5.42","8.26","7.99","good"
"B5439","1.18","9.71","8.84","8.18","7.32","7.06","7.13","1.82","3.35","3.32","good"
"B5440","3.36","5.39","3.02","4.67",".3","1.48","7.09","6.05","5.86","7.03","poor"
"B5441","3.67","5.87","2.54","4.12","3.14",".36","7.42",".04","3.3","9.26","poor"
"B5442","4.3","3.8","7.24","2.28","6.37","8.21","9.16","1.2","3.34","8.58","good"
"B5443","1.61","5.57","7.04","6.72","8.76","3.76","2.3",".19","8.99","1.03","good"
"B5444","3.64","1.22","9.16","8.81","7.24","4.45","6.16","7.19","6.09","4.39","good"
"B5445","6.2","5.27","1.58",".09","5.85","7.99","7.32","5.08","3.79","8.92","good"
"B5446","7.1","1.24","6.98","3.35","9.63","2.82","5.16","7.06","5.8","5.86","good"
"B5447","9.8","9.49","6.89","1.25","7.71","5.17","8.07",".24","8.05","8.85","good"
"B5448","4.34","3.27","7.4","2.55","6.29","3.55","6.77","5.64","9.7","5.32","good"
"B5449","2.9","3.75","7.88","3.29","5.55","6.99",".8",".23","1.06","1.28","good"
"B5450","1.25","6.26","6.41","3.68","7.13","5.5","8.31","4.6","9.76",".89","good"
"B5451","9.15","4.63","5.26","5.01","9.88",".12","1.91",".13","7.78","4.03","poor"
"B5452","4.89","7.83",".96","2.32","6.95","1.99","6.91",".1","5.62","6.44","good"
"B5453","1.66","9.1","3.95","9.76",".49","6.42","8.76","6.46","5.92","2.8","poor"
"B5454",".88","2.65","4.85","1.66","8.26","5.46","8.88","3.41","5.11","3.65","good"
"B5455","8.67","6.17","1.6","6.04","5.77",".79","2.18","9.33","6.24","2.71","good"
"B5456","8.6","8.41","1.92","1.85","6.37","6.1","5.16","1.83","5.07","1.13","good"
"B5457",".43","4.47",".31","9.74","8.1","7.35",".12","3.65","9.56",".43","poor"
"B5458","4.88","5.38","6.79","2.82","8.32","8.51","9.39","6.75","1.15","3.79","good"
"B5459","6.49",".24","8.87","8.66","9.02","6.24","7.56","9.71","9.42","1.86","good"
"B5460","4.09","9.45","8.93","9.11","7.53","3.23","6.18","3.65","2.08","5.43","poor"
"B5461","9.44","9.39","1.26","8.9",".41","9.92","3.32","2.26","4.49","7.47","poor"
"B5462","4","7.22","4.72","9.86","6.88","6.2","2.31","1.52","7.28",".32","good"
"B5463","3.81","5.33","9.98",".45","9.38","9.05","1.99","8.4","9.88","1.47","good"
"B5464","1.78",".16","3.69","7.55","5.45","9.91",".33","9.16","9.29","6.69","good"
"B5465","8.67","4.54","6.38","3.65","9.86","1.92","2.88","4.51","8.97","6.7","good"
"B5466",".33","8.86","7.21","8.98","4.24","2.61","9.06",".57","4.44","3.81","good"
"B5467","4.99","9.88","5.68","9.26","2.72","8.57","1.43","2.83","8.17","7.25","good"
"B5468","5.84","6.76","4.87","7.53","6.72","9.04","8.06","2.43","3.24","4.03","good"
"B5469","5.77","7.26","2.62","3.26","7.25","2.04","3.75","4.46","7.05","9.39","good"
"B5470",".81","2.06","1.47","3.13","5.3",".55","3","2.11","4.9","2.19","poor"
"B5471","1.1",".89","7.02","9.12","6.01","9.24","3.07",".22","8.23","3.52","good"
"B5472","3.36","5.78","1.53","1.48","7.88","1.22","5.52","2.51","1.71","9.46","good"
"B5473",".98","8.12","4.2","3.13","9.55","4.79","7.2",".86","5.97","4.71","poor"
"B5474","6.93","1.59","2.69","9.62","6.9","4.63","2.27","5.91","2.41","7.23","good"
"B5475",".14","9.35","7.39","6.18","9","6.49","3.55","5.95","4.59","4.88","good"
"B5476",".91","5.81","9.46","2.21","7.31","5.95",".01","2.33","9.83","3.04","good"
"B5477","9.75","9.49",".46","8.2","5.85","3.86","8.6",".49","7.62","7.94","poor"
"B5478","9.61","8.2","9.58","2.25",".38","3.34","9.72","4.28","8.07","3","poor"
"B5479","3.49","2.92","4.5",".26","9.11","1.34","9.46","2.58","4.57","2.49","good"
"B5480","6.1","3.79","9.53",".49","2.62",".97","8.83",".25","9.88","8.93","good"
"B5481",".03","8.05","6.7","9.63",".1","7.41","2.55","3.59","7.77","8.84","poor"
"B5482","1.39","5.85","3.32","2.77","5.73","3.9","9.35","8.84","9.69","9.16","good"
"B5483","7.69",".68","5.05","1.43","4.06","2.47","6.83","3.4","2.89","8.35","good"
"B5484","8.3","8.41","7.72","2.97","5.33","4.87","4.93","5.34","4.9","7.82","good"
"B5485","6.36","2.43","4.7","9.96",".1","8.57","3.32","3.57","4.08","6.63","poor"
"B5486","8.57","6.48","9.54","3.26","7.64","6.28","4.36",".21","6.48","6.91","good"
"B5487",".39","2.77",".17","8.01","5.97","8.6","1.54","9.33",".12","5.02","poor"
"B5488","7.4","2.56","6.1","9.21","7.44","1.8","9.04","3.95","8.22",".06","good"
"B5489","6.02","9.94","8.09","5.95","5.59",".64","7.9","7.01","1.04","6.22","good"
"B5490","2.5","3.83","2.98",".83","2.06","6.48","9.02","5.11","8.78","8.88","good"
"B5491",".21","2.08",".43",".7",".28","5.95",".7","9.37","2.44","9.97","poor"
"B5492","7.91","6.45","1","3.89","2.68","3.79","8.02","3.19","2.61","8.72","good"
"B5493","1.31","2.68","9.41",".8","5.72","3.98","1.38","4.94","6.16","9.31","good"
"B5494","8.33","5.06","2.4","3.3","7.22","8.51","8.28","9.47","1.31","6.75","good"
"B5495","7.75",".43","7.79",".79","4.31","4.79",".14","4.88","6.37","6.97","good"
"B5496","5.74","5.88","3.5","4.32",".3","1.7","3.12","9.24","3.99","1.02","poor"
"B5497","6.8","6.67","1.86","4.39","1.52","2.52","3.87","9.84","9.63","8.78","good"
"B5498","4.85","3.3","9.87","5.25","6.21","9.34","1.76","3.98","9.18","2.58","good"
"B5499","5.91","1.28","8.9","2.23","8.18","6.17",".81","2.12","4.75","3.08","good"
"B5500","6.7","8.85","7.79","5.16","4.51","8.29","4.56","7.1","6.93","8.24","good"
"B5501",".14","9.36","2.03","1.83","8.3","7.4","5.82",".02","9.15","5.12","good"
"B5502","6.92","5.53","6.13",".75","4.21","3.08","4.71","5.1","1.77","5.82","good"
"B5503","2.13",".57","8.01","8.69","2.56","7.02","8.47","1.61",".01","3.92","good"
"B5504","7.82","6.16","5.92","4.18","2.58","4.33","3.11","3.03","7.72","8.57","good"
"B5505","5.59","2.29","2.1","1.44","8.6","7.98","4.23","9.68","3.38","2.01","good"
"B5506","6.37","6.98","9.02","2.79","6.91","3.14","3.57","5.99","8.64","9.55","good"
"B5507","9.98","2.09","7.85","2","5.1","5.3","1.45","1.53","4.03",".6","good"
"B5508","9.12",".44","5.42","3.16","2.11","9.35","3.9","7.41",".91","8.84","good"
"B5509","8.55","2.93","9.89","7.93","5.47","1.46",".49","3.89","8.3","5.75","good"
"B5510","6.08","7.85","2.5","1.37","5.92","1.33","9.47","3.13","5.9","7.22","good"
"B5511","6.54",".06","5.66","6.14","4.15","3.48","5.67","3.68",".7",".34","good"
"B5512","1.08","9.68","4.1","2.33","7.84","9.42","7.22","5.44","7.13","9.08","good"
"B5513","7.63","6.26","3.28","6.91","9.87","3.99","9.15","4.05","9.95","7.69","good"
"B5514","9.52","6.94","4.26","7.12","9.19","2.29",".43","6.11","5.33","3.79","good"
"B5515","6.49","7.5",".24","5.8","8.88","4.16","8.17","3.95","6.37","8.67","poor"
"B5516","2.38","3.12","7.04","9.13","9.46","4.22","7.34",".7","8.58","1.29","good"
"B5517","5.25","4.23","3.09","8.73","9.93","9.26","5.44","4.62","9.59","6.69","good"
"B5518","1.12","9.58","2.28",".89","5.93","6.4","6.69",".44","8.4","7.63","good"
"B5519","10","6.1","1.79","4.83","3.41","4.87","9.28","1.04","3.95","6.22","good"
"B5520","3.93","2.3","3.14","6.68",".25","9.59","9.01","7.16",".27","3.54","poor"
"B5521","3.42","3.82","3.22","5.31","3.56","9.32","3.8","3.27","5.84","2.96","good"
"B5522","8.04","7.4","6.71","8.45","6.78","2.74","2","8.87","8.1","6.85","good"
"B5523","4.47","3.72","4.09","6.29","1.26","5.77","1.23","2.28","9.96","7.11","good"
"B5524","5.84","4.97","4.93",".01","9.43","5","5.67","1.81","3.47","9.4","good"
"B5525","1.72","9.99","2.76","8.88",".32","9.63","5.26","9.88","6.08","5.37","poor"
"B5526","3.29",".27","1.22","8.6","9.49","9.45","2.51","1.18","2.42","8.41","good"
"B5527",".28",".8","3.31","1.28","1.59",".11","6.46","8.59","8.94","5.76","poor"
"B5528","8.13","5.99","4.63","6.76","8.05","3.45","7.34","9.89","5.1","3.88","good"
"B5529","1.9","6.11","1.03","7.21","9.27","1.54","8.73","6","9.3","5.11","good"
"B5530",".17","6.53","5.66","9.1",".43","4.85","8.3","9.42","8.15","7.26","poor"
"B5531","7.13","7.82","1.53",".23","1.71","9.31","2.72","6.96","8.91","6.82","good"
"B5532","5.55","3.61","4.15","3.62","6.46",".59","2","6.51","6.88","5.8","poor"
"B5533","9.76",".35","2.22","2.85","8.02","6.58","7.89","6.37","8.14","2.58","good"
"B5534","4.33","7.25","1.38","5.75","3.86","5.69","3.24",".64","2.59","5.22","good"
"B5535",".74","9.43",".87","8.14","8.84","2.48","5.93","2.71","7.9","3.63","good"
"B5536","9.67","6.56",".17","9.9",".68","7.88","9.29","4.78","2.51","1.43","poor"
"B5537","3.55","3.18","8.11","1.73","8.4","5.27","1.45","8.6",".1","9.6","good"
"B5538","7.85","3.86","7.15","9.4","5.26","7.1","5.53","6.44","3.57","1.46","good"
"B5539","6.67","6.72",".95","2.25","5.59","4.04","5.29",".68","1.59","4.28","good"
"B5540","2.76","1.71",".35","2.6","8.87","1.76","7.33","3.81","2.51","6.61","poor"
"B5541","5.52",".51","6.44","7.58","8.42","2.2",".78","7.62","4.92",".9","good"
"B5542","9.52","1.25",".7","1.68","4.87","7.67","5.14","4.01",".04","9.04","poor"
"B5543","1.73","1.91",".1","9.22","5.97","1.07","1.21","8.58",".88","1.79","poor"
"B5544","7.06","5.89","2.66","9.08","1.19","4.57",".15","3.72","1.81","3.95","good"
"B5545","8.46","6.6","8.33","6.07","3","8.62","1.11","6.91","5.69","4.53","good"
"B5546",".97","8.99","8.85","8.89","4.59","9.64","1.4","9.17","1.47","1.99","good"
"B5547",".82","5.83",".11","3.53","4.36","7.94","3.72","3.26","5.42","2.01","good"
"B5548","9.02","1.99","9.15","5.23","3.8","1.46",".02","3.52","4.6","8.39","good"
"B5549","2.09","5.09","8.77","5.51","8.95","4.78","3.24","2.9","1.69","9.88","good"
"B5550",".39","2.79","9.3",".36","6.15","1.67","8.12","7.77","2.85","8.03","good"
"B5551","2.32","1.74","6.09","1.32","5.89","2.4","3.67",".9",".3","1.91","good"
"B5552","2.23","6.83",".04","9.82","4.91","8.96","5.03","1.85","7.07","7.97","poor"
"B5553","5.3","9.83","2.96","5.34","8.22","6.77","5.27","7.12","4.64","4.25","good"
"B5554","3.5","9.67",".41","1.51","5.12","1.76",".3","9.06","2.41","5.42","poor"
"B5555","1.1","9.03","9.82","9.14","2.41","9.16","2.98","4.26","8.33","6.4","good"
"B5556","7.16","3.26","6.28","5.73","9.59","8.69","7.71","1.04","8.78","8.38","good"
"B5557","1.66","1.11","9.02","8.4","4.75","3.6","4.83","8.22","6.68","1.65","good"
"B5558",".37","3.92","9.87","6.31","7.97","9.89","4.63","7.39","1.53",".74","good"
"B5559","8.84","5.74","3.43","4.78","9.63","9.44","4.55","9.19","4.79","7.55","good"
"B5560","6.89","1.11","2.7","5.23","4.04","2.31","7.09","9.12","1.89","2.91","good"
"B5561","7.29","7.69","8.65","2.47",".75","6.24","6.02","8.85","8.93","1.68","poor"
"B5562","7.88",".43","3.6","7.12","4.72","6.06","1.67","9.28","7.89","9.52","good"
"B5563","8.69","5.03","1.37","5.46","2.13","1.15",".65","6.81","1.47","7.87","good"
"B5564","6.5","1.8","6.73","5.16","5.48","7.02","8.67","1.08","6.26","4.15","good"
"B5565","9.83","8.62","1.54","5.77","9.91","3.92","2.44","1.67","2.46",".66","good"
"B5566","6.64","4.52","6.23","1.25","1.52","2.43","4.55",".3","5.76","8.04","good"
"B5567","4.36",".66","3.5","3.13","1.06","7.54","4.52","4.48","6.11","5.49","good"
"B5568","1.69","5.28","9.43",".21","4.42","8.33","9.83","3.67","3.44","7.37","good"
"B5569","1.58","9.28","8.36","4.11","8.21","6.06","2.42","1.06","4","7.26","good"
"B5570","3.77","6.49","2.71","5.48","4.42","6.3","3.95",".82","8.61","4.79","good"
"B5571","6.87","1.98","4.87","6.68","9.28","7.11","4.97","2.99","2.59","5.96","good"
"B5572","3.55","1.29","4.05","1.8","6.16","6.86","1.42","2","4.91","9.25","good"
"B5573","4.78","5.54","8.08","6","8.78","5.95","9.41","6.4","6.83","1.11","good"
"B5574","6.43","7.52","2.38","3.21","2.38","4.22","8.76","4.14","4.74","8.95","good"
"B5575","3.03","1.47","9.44",".77","5.63","5.64","5.2","3.82","6.85","1.62","good"
"B5576","7.85","1.29","1.46","5.41","7.05","5.78","7.77","3.2","7.44","6.87","good"
"B5577","3.06","3.44","5.81","7.09","3.74","9.36","8.14","1.92","6.69",".79","good"
"B5578","3","9.65",".03","7.97","2.7","3.71","1.24",".46","3.55","5.83","poor"
"B5579","3.73","9.16",".92","4.53","2.23","7.53","2.27","5.52","9.16","6.23","good"
"B5580",".67",".04","6.9","9.98","9.06","1.55","5.74","4.23",".15","3.4","good"
"B5581","2.58","6.4","7.23","8.06","2.41","5.5","2.08","3.15","1.27","1.74","good"
"B5582","1.18","3.58","7.44","6.63","4.65","8.97","6.66",".59","3.25","8.3","good"
"B5583","4.34","4.29","3.49","1.38","7.39","5.8","7.95","7.2","8.96",".05","good"
"B5584","1.72","4.32","6.97","3.37","7.04","9.3","6.53","1.1","7.31","7.56","good"
"B5585","1.1","6.98","7.93","8.62","6.39","5.88","3.77","7.33","7.81","6.88","good"
"B5586","4.05","9.76",".23","3.03","7.83",".73","6.44","8.45","7.76","8.42","poor"
"B5587","7.25","3.44","5.35","5.62","6.85","7.8","7.72","2.97","5.36","6.89","good"
